Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,"Days to 
Deliver","Delivery 
Company","Price per 
Unit",Units Sold,Total Sales,Operating Profit,Operating Margin
CVS,1128299,11/3/2022,West,Washington,Seattle,Fanta,59,FedEx,$0.70 ,"4,500","$3,150 ",$945 ,30%
CVS,1128299,11/3/2022,West,Washington,Seattle,Powerade,46,USPS,$0.90 ,"4,250","$3,825 ",$956 ,25%
CVS,1128299,11/3/2022,West,Washington,Seattle,Dasani Water,49,DHL,$0.95 ,"5,500","$5,225 ","$1,045 ",20%
CVS,1128299,12/2/2022,West,Washington,Seattle,Coca-Cola,31,USPS,$0.80 ,"7,500","$6,000 ","$1,800 ",30%
CVS,1128299,12/2/2022,West,Washington,Seattle,Diet Coke,49,USPS,$0.85 ,"7,500","$6,375 ","$1,594 ",25%
CVS,1128299,12/2/2022,West,Washington,Seattle,Sprite,35,DHL,$0.80 ,"5,500","$4,400 ","$1,100 ",25%
CVS,1128299,12/2/2022,West,Washington,Seattle,Fanta,23,UPS,$0.80 ,"5,500","$4,400 ","$1,320 ",30%
CVS,1128299,12/2/2022,West,Washington,Seattle,Powerade,50,USPS,$0.90 ,"4,750","$4,275 ","$1,069 ",25%
CVS,1128299,12/2/2022,West,Washington,Seattle,Dasani Water,30,USPS,$0.95 ,"5,750","$5,463 ","$1,093 ",20%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Coca-Cola,15,USPS,$0.45 ,"10,500","$4,725 ","$2,126 ",45%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Diet Coke,36,USPS,$0.45 ,"8,500","$3,825 ","$1,339 ",35%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Sprite,54,USPS,$0.35 ,"8,500","$2,975 ",$744 ,25%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Fanta,44,DHL,$0.40 ,"7,000","$2,800 ",$840 ,30%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Powerade,29,USPS,$0.55 ,"7,500","$4,125 ","$1,444 ",35%
Walmart,1185732,1/12/2022,Southeast,Florida,Miami,Dasani Water,15,USPS,$0.45 ,"8,500","$3,825 ","$1,913 ",50%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Coca-Cola,17,DHL,$0.45 ,"11,000","$4,950 ","$2,228 ",45%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Diet Coke,18,USPS,$0.45 ,"7,500","$3,375 ","$1,181 ",35%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Sprite,28,USPS,$0.35 ,"8,000","$2,800 ",$700 ,25%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Fanta,20,USPS,$0.40 ,"6,750","$2,700 ",$810 ,30%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Powerade,52,UPS,$0.55 ,"7,500","$4,125 ","$1,444 ",35%
Walmart,1185732,2/10/2022,Southeast,Florida,Miami,Dasani Water,30,FedEx,$0.45 ,"8,500","$3,825 ","$1,913 ",50%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Coca-Cola,44,FedEx,$0.45 ,"10,700","$4,815 ","$2,167 ",45%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Diet Coke,40,FedEx,$0.45 ,"7,500","$3,375 ","$1,181 ",35%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Sprite,60,USPS,$0.35 ,"7,750","$2,713 ",$678 ,25%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Fanta,27,USPS,$0.40 ,"6,250","$2,500 ",$750 ,30%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Powerade,40,USPS,$0.55 ,"6,750","$3,713 ","$1,299 ",35%
Walmart,1185732,3/8/2022,Southeast,Florida,Miami,Dasani Water,15,USPS,$0.45 ,"7,750","$3,488 ","$1,744 ",50%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Coca-Cola,46,FedEx,$0.45 ,"10,250","$4,613 ","$2,076 ",45%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Diet Coke,60,UPS,$0.45 ,"7,250","$3,263 ","$1,142 ",35%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Sprite,18,FedEx,$0.35 ,"7,250","$2,538 ",$634 ,25%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Fanta,15,UPS,$0.40 ,"6,500","$2,600 ",$780 ,30%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Powerade,33,UPS,$0.55 ,"6,750","$3,713 ","$1,299 ",35%
Walmart,1185732,4/9/2022,Southeast,Florida,Miami,Dasani Water,58,UPS,$0.45 ,"8,000","$3,600 ","$1,800 ",50%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Coca-Cola,30,UPS,$0.55 ,"10,700","$5,885 ","$2,648 ",45%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Diet Coke,38,USPS,$0.55 ,"7,750","$4,263 ","$1,492 ",35%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Sprite,42,USPS,$0.50 ,"7,500","$3,750 ",$938 ,25%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Fanta,36,DHL,$0.50 ,"7,000","$3,500 ","$1,050 ",30%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Powerade,55,FedEx,$0.60 ,"7,250","$4,350 ","$1,523 ",35%
Walmart,1185732,5/8/2022,Southeast,Florida,Miami,Dasani Water,43,FedEx,$0.65 ,"8,250","$5,363 ","$2,681 ",50%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Coca-Cola,42,UPS,$0.60 ,"10,750","$6,450 ","$2,903 ",45%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Diet Coke,46,USPS,$0.55 ,"8,250","$4,538 ","$1,588 ",35%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Sprite,28,DHL,$0.50 ,"8,000","$4,000 ","$1,000 ",25%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Fanta,47,FedEx,$0.50 ,"7,750","$3,875 ","$1,163 ",30%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Powerade,21,UPS,$0.65 ,"7,750","$5,038 ","$1,763 ",35%
Walmart,1185732,6/10/2022,Southeast,Florida,Miami,Dasani Water,48,USPS,$0.70 ,"9,250","$6,475 ","$3,238 ",50%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Coca-Cola,22,DHL,$0.65 ,"11,500","$7,475 ","$3,364 ",45%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Diet Coke,38,DHL,$0.60 ,"9,000","$5,400 ","$1,890 ",35%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Sprite,46,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Fanta,44,UPS,$0.55 ,"7,750","$4,263 ","$1,279 ",30%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Powerade,20,FedEx,$0.65 ,"8,000","$5,200 ","$1,820 ",35%
Walmart,1185732,7/8/2022,Southeast,Florida,Miami,Dasani Water,45,FedEx,$0.70 ,"9,750","$6,825 ","$3,413 ",50%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Coca-Cola,46,UPS,$0.65 ,"11,250","$7,313 ","$3,291 ",45%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Diet Coke,47,UPS,$0.60 ,"9,000","$5,400 ","$1,890 ",35%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Sprite,23,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Fanta,40,DHL,$0.45 ,"7,750","$3,488 ","$1,046 ",30%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Powerade,55,FedEx,$0.55 ,"7,500","$4,125 ","$1,444 ",35%
Walmart,1185732,8/9/2022,Southeast,Florida,Miami,Dasani Water,49,UPS,$0.60 ,"9,250","$5,550 ","$2,775 ",50%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Coca-Cola,35,FedEx,$0.55 ,"10,500","$5,775 ","$2,599 ",45%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Diet Coke,48,DHL,$0.50 ,"8,500","$4,250 ","$1,488 ",35%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Sprite,45,USPS,$0.45 ,"7,500","$3,375 ",$844 ,25%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Fanta,40,DHL,$0.45 ,"7,250","$3,263 ",$979 ,30%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Powerade,55,FedEx,$0.55 ,"7,250","$3,988 ","$1,396 ",35%
Walmart,1185732,9/8/2022,Southeast,Florida,Miami,Dasani Water,17,USPS,$0.60 ,"8,250","$4,950 ","$2,475 ",50%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Coca-Cola,54,USPS,$0.60 ,"10,000","$6,000 ","$2,700 ",45%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Diet Coke,58,DHL,$0.50 ,"8,250","$4,125 ","$1,444 ",35%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Sprite,51,USPS,$0.50 ,"7,250","$3,625 ",$906 ,25%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Fanta,29,FedEx,$0.50 ,"7,000","$3,500 ","$1,050 ",30%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Powerade,56,USPS,$0.60 ,"7,000","$4,200 ","$1,470 ",35%
Walmart,1185732,10/10/2022,Southeast,Florida,Miami,Dasani Water,28,USPS,$0.65 ,"8,250","$5,363 ","$2,681 ",50%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Coca-Cola,41,UPS,$0.60 ,"9,750","$5,850 ","$2,633 ",45%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Diet Coke,44,FedEx,$0.50 ,"8,000","$4,000 ","$1,400 ",35%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Sprite,53,FedEx,$0.50 ,"7,450","$3,725 ",$931 ,25%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Fanta,36,FedEx,$0.50 ,"7,750","$3,875 ","$1,163 ",30%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Powerade,35,USPS,$0.65 ,"7,500","$4,875 ","$1,706 ",35%
Walmart,1185732,11/9/2022,Southeast,Florida,Miami,Dasani Water,45,USPS,$0.70 ,"8,500","$5,950 ","$2,975 ",50%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Coca-Cola,20,USPS,$0.65 ,"10,750","$6,988 ","$3,144 ",45%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Diet Coke,28,DHL,$0.55 ,"8,750","$4,813 ","$1,684 ",35%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Sprite,26,UPS,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Fanta,34,DHL,$0.55 ,"7,750","$4,263 ","$1,279 ",30%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Powerade,52,USPS,$0.65 ,"7,750","$5,038 ","$1,763 ",35%
Walmart,1185732,12/8/2022,Southeast,Florida,Miami,Dasani Water,58,USPS,$0.70 ,"8,750","$6,125 ","$3,063 ",50%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,DHL,$0.35 ,"4,500","$1,575 ",$551 ,35%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,35,UPS,$0.35 ,"2,500",$875 ,$263 ,30%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Sprite,19,FedEx,$0.25 ,"2,500",$625 ,$188 ,30%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Fanta,35,UPS,$0.30 ,"1,000",$300 ,$105 ,35%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Powerade,58,DHL,$0.45 ,"1,500",$675 ,$203 ,30%
Walmart,1185732,1/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,42,DHL,$0.35 ,"2,500",$875 ,$394 ,45%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,42,UPS,$0.35 ,"5,000","$1,750 ",$613 ,35%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,27,UPS,$0.35 ,"1,500",$525 ,$158 ,30%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Sprite,36,FedEx,$0.25 ,"2,000",$500 ,$150 ,30%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Fanta,41,UPS,$0.30 ,750,$225 ,$79 ,35%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Powerade,41,FedEx,$0.45 ,"1,500",$675 ,$203 ,30%
Walmart,1185732,2/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,43,UPS,$0.35 ,"2,250",$788 ,$354 ,45%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,59,USPS,$0.40 ,"4,450","$1,780 ",$623 ,35%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Diet Coke,44,FedEx,$0.40 ,"1,250",$500 ,$150 ,30%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Sprite,57,DHL,$0.30 ,"1,750",$525 ,$158 ,30%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Fanta,42,DHL,$0.35 ,250,$88 ,$31 ,35%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Powerade,34,FedEx,$0.50 ,750,$375 ,$113 ,30%
Walmart,1185732,3/12/2022,Midwest,Minnesota,Minneapolis,Dasani Water,22,UPS,$0.40 ,"1,750",$700 ,$315 ,45%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,FedEx,$0.40 ,"4,000","$1,600 ",$560 ,35%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,44,USPS,$0.40 ,"1,000",$400 ,$120 ,30%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Sprite,29,DHL,$0.30 ,"1,000",$300 ,$90 ,30%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Fanta,52,UPS,$0.35 ,250,$88 ,$31 ,35%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Powerade,32,UPS,$0.50 ,500,$250 ,$75 ,30%
Walmart,1185732,4/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,18,DHL,$0.40 ,"1,750",$700 ,$315 ,45%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,50,DHL,$0.50 ,"4,450","$2,225 ",$779 ,35%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Diet Coke,23,USPS,$0.45 ,"1,500",$675 ,$203 ,30%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Sprite,44,FedEx,$0.40 ,"1,250",$500 ,$150 ,30%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Fanta,37,FedEx,$0.40 ,500,$200 ,$70 ,35%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Powerade,39,USPS,$0.55 ,750,$413 ,$124 ,30%
Walmart,1185732,5/14/2022,Midwest,Minnesota,Minneapolis,Dasani Water,37,FedEx,$0.60 ,"1,750","$1,050 ",$473 ,45%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,47,DHL,$0.45 ,"4,250","$1,913 ",$669 ,35%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,16,USPS,$0.40 ,"1,750",$700 ,$210 ,30%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Sprite,37,DHL,$0.35 ,"1,750",$613 ,$184 ,30%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Fanta,22,USPS,$0.35 ,"1,500",$525 ,$184 ,35%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Powerade,20,DHL,$0.50 ,"1,500",$750 ,$225 ,30%
Walmart,1185732,6/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,29,USPS,$0.55 ,"3,250","$1,788 ",$804 ,45%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,46,UPS,$0.50 ,"5,500","$2,750 ",$963 ,35%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Diet Coke,21,DHL,$0.45 ,"3,000","$1,350 ",$405 ,30%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Sprite,60,UPS,$0.40 ,"2,250",$900 ,$270 ,30%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Fanta,23,UPS,$0.40 ,"1,750",$700 ,$245 ,35%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Powerade,26,DHL,$0.50 ,"2,000","$1,000 ",$300 ,30%
Walmart,1185732,7/12/2022,Midwest,Minnesota,Minneapolis,Dasani Water,23,UPS,$0.55 ,"3,750","$2,063 ",$928 ,45%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,38,USPS,$0.50 ,"5,250","$2,625 ",$919 ,35%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,55,UPS,$0.45 ,"3,000","$1,350 ",$405 ,30%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Sprite,21,USPS,$0.40 ,"2,250",$900 ,$270 ,30%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Fanta,50,FedEx,$0.35 ,"1,750",$613 ,$214 ,35%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Powerade,21,DHL,$0.45 ,"1,500",$675 ,$203 ,30%
Walmart,1185732,8/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,53,DHL,$0.50 ,"3,250","$1,625 ",$731 ,45%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,39,UPS,$0.45 ,"4,500","$2,025 ",$709 ,35%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Diet Coke,42,USPS,$0.40 ,"2,500","$1,000 ",$300 ,30%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Sprite,24,UPS,$0.25 ,"1,500",$375 ,$113 ,30%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Fanta,18,FedEx,$0.25 ,"1,250",$313 ,$109 ,35%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Powerade,25,DHL,$0.35 ,"1,250",$438 ,$131 ,30%
Walmart,1185732,9/14/2022,Midwest,Minnesota,Minneapolis,Dasani Water,51,DHL,$0.40 ,"2,000",$800 ,$360 ,45%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,25,UPS,$0.45 ,"3,750","$1,688 ",$591 ,35%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,58,UPS,$0.35 ,"2,000",$700 ,$210 ,30%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Sprite,46,UPS,$0.35 ,"1,000",$350 ,$105 ,30%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Fanta,26,FedEx,$0.35 ,750,$263 ,$92 ,35%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Powerade,54,DHL,$0.45 ,750,$338 ,$101 ,30%
Walmart,1185732,10/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,29,UPS,$0.50 ,"2,000","$1,000 ",$450 ,45%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,60,USPS,$0.50 ,"3,500","$1,750 ",$613 ,35%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Diet Coke,44,UPS,$0.40 ,"2,000",$800 ,$240 ,30%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Sprite,48,UPS,$0.40 ,"1,450",$580 ,$174 ,30%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Fanta,47,FedEx,$0.40 ,"1,500",$600 ,$210 ,35%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Powerade,33,DHL,$0.55 ,"1,250",$688 ,$206 ,30%
Walmart,1185732,11/13/2022,Midwest,Minnesota,Minneapolis,Dasani Water,17,USPS,$0.60 ,"2,250","$1,350 ",$608 ,45%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Coca-Cola,52,UPS,$0.55 ,"4,750","$2,613 ",$914 ,35%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Diet Coke,47,FedEx,$0.45 ,"2,750","$1,238 ",$371 ,30%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Sprite,29,USPS,$0.45 ,"2,250","$1,013 ",$304 ,30%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Fanta,44,USPS,$0.45 ,"1,750",$788 ,$276 ,35%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Powerade,38,DHL,$0.55 ,"1,750",$963 ,$289 ,30%
Walmart,1185732,12/12/2022,Midwest,Minnesota,Minneapolis,Dasani Water,54,UPS,$0.60 ,"2,750","$1,650 ",$743 ,45%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Coca-Cola,49,USPS,$0.35 ,"4,750","$1,663 ",$748 ,45%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Diet Coke,50,FedEx,$0.45 ,"4,750","$2,138 ",$641 ,30%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Sprite,19,UPS,$0.45 ,"4,750","$2,138 ",$962 ,45%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Fanta,21,USPS,$0.45 ,"3,250","$1,463 ",$585 ,40%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Powerade,37,DHL,$0.50 ,"2,750","$1,375 ",$825 ,60%
Target,1189833,1/17/2022,Midwest,Montana,Billings,Dasani Water,32,DHL,$0.45 ,"4,750","$2,138 ",$534 ,25%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Coca-Cola,43,USPS,$0.35 ,"5,250","$1,838 ",$827 ,45%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Diet Coke,22,FedEx,$0.45 ,"4,250","$1,913 ",$574 ,30%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Sprite,18,FedEx,$0.45 ,"4,500","$2,025 ",$911 ,45%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Fanta,34,USPS,$0.45 ,"3,000","$1,350 ",$540 ,40%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Powerade,51,FedEx,$0.50 ,"2,250","$1,125 ",$675 ,60%
Target,1189833,2/17/2022,Midwest,Montana,Billings,Dasani Water,24,FedEx,$0.45 ,"4,250","$1,913 ",$478 ,25%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Coca-Cola,29,DHL,$0.35 ,"5,750","$2,013 ",$906 ,45%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Diet Coke,49,FedEx,$0.45 ,"4,250","$1,913 ",$574 ,30%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Sprite,35,UPS,$0.45 ,"4,250","$1,913 ",$861 ,45%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Fanta,25,DHL,$0.45 ,"3,250","$1,463 ",$585 ,40%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Powerade,57,UPS,$0.50 ,"2,000","$1,000 ",$600 ,60%
Target,1189833,3/16/2022,Midwest,Montana,Billings,Dasani Water,58,FedEx,$0.45 ,"4,000","$1,800 ",$450 ,25%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Coca-Cola,45,UPS,$0.45 ,"5,750","$2,588 ","$1,164 ",45%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Diet Coke,34,USPS,$0.45 ,"3,750","$1,688 ",$506 ,30%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Sprite,52,USPS,$0.45 ,"4,000","$1,800 ",$810 ,45%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Fanta,29,FedEx,$0.40 ,"3,000","$1,200 ",$480 ,40%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Powerade,51,FedEx,$0.45 ,"2,000",$900 ,$540 ,60%
Target,1189833,4/17/2022,Midwest,Montana,Billings,Dasani Water,37,DHL,$0.60 ,"3,750","$2,250 ",$563 ,25%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Coca-Cola,50,DHL,$0.40 ,"5,750","$2,300 ","$1,035 ",45%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Diet Coke,28,USPS,$0.45 ,"4,250","$1,913 ",$574 ,30%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Sprite,53,FedEx,$0.45 ,"4,250","$1,913 ",$861 ,45%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Fanta,17,UPS,$0.40 ,"3,250","$1,300 ",$520 ,40%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Powerade,18,FedEx,$0.45 ,"2,250","$1,013 ",$608 ,60%
Target,1189833,5/18/2022,Midwest,Montana,Billings,Dasani Water,32,DHL,$0.60 ,"4,000","$2,400 ",$600 ,25%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Coca-Cola,16,FedEx,$0.40 ,"6,750","$2,700 ","$1,215 ",45%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Diet Coke,29,UPS,$0.45 ,"5,250","$2,363 ",$709 ,30%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Sprite,24,DHL,$0.45 ,"5,500","$2,475 ","$1,114 ",45%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Fanta,28,DHL,$0.40 ,"4,250","$1,700 ",$680 ,40%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Powerade,43,UPS,$0.45 ,"3,000","$1,350 ",$810 ,60%
Target,1189833,6/17/2022,Midwest,Montana,Billings,Dasani Water,31,USPS,$0.60 ,"6,000","$3,600 ",$900 ,25%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Coca-Cola,47,UPS,$0.40 ,"7,500","$3,000 ","$1,350 ",45%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Diet Coke,31,UPS,$0.45 ,"6,000","$2,700 ",$810 ,30%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Sprite,39,DHL,$0.45 ,"5,500","$2,475 ","$1,114 ",45%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Fanta,57,UPS,$0.40 ,"4,500","$1,800 ",$720 ,40%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Powerade,46,USPS,$0.45 ,"4,750","$2,138 ","$1,283 ",60%
Target,1189833,7/16/2022,Midwest,Montana,Billings,Dasani Water,53,USPS,$0.60 ,"4,750","$2,850 ",$713 ,25%
Target,1189833,8/17/2022,Midwest,Montana,Billings,Coca-Cola,37,FedEx,$0.45 ,"6,750","$3,038 ","$1,367 ",45%
Target,1189833,8/17/2022,Midwest,Montana,Billings,Diet Coke,35,UPS,$0.55 ,"6,250","$3,438 ","$1,031 ",30%
Target,1189833,8/17/2022,Midwest,Montana,Billings,Sprite,46,DHL,$0.50 ,"5,000","$2,500 ","$1,125 ",45%
Target,1189833,8/17/2022,Midwest,Montana,Billings,Fanta,39,DHL,$0.45 ,"4,250","$1,913 ",$765 ,40%
